NAME,GP,ROLE,COUNTRY,FIBA_CLASS,FIBA_YEAR,POSS,PTS,PPP,AST,TO,FG%,3FG_ATT,3FG%,EFG%,TOT_REB,FT_ATT,FT%,STL_BLK,AST_TO,PTS/G_career,AST_career,TRB_career,STL_BLK_career,G_career,PER_career,best_season,bestteam,bestconf,PTS/G_best,AST_best,TRB_best,STL_BLK_best,PER_best,made_d1,bestteam_rank,team_mult,conf_mult,league_adj_best
Matilda Ekh,10,Playmaking wing,Sweden,U20,2022,14.2,14.9,1.049,1.9,1.9,46.0%,5.8,41.4%,56.6%,5.0,2.3,91.3%,1.7,1.00,11.5,2.0,3.3,1.0,124.0,11.0,2024-25,Virginia Tech,ACC,11.9,2.3,3.4,1.0,11.4,1.0,36.5,1.050875,1.12,13.417572000000003
Ula Motuga,2,,Australia,U19,2019,2.0,1.0,0.5,1.0,1.0,0.0%,0.5,0.0%,0.0%,0.5,1.0,100.0%,0.0,1.00,6.6,1.8,5.1,1.3,135.0,9.2,2022-23,Washington St.,Pac-12,7.0,2.1,5.4,1.5,11.1,1.0,59.0,1.04525,1.14,13.226593499999998
Ioanna Chatzileonti,7,Playmaking big,Greece,U18,2019,17.9,11.1,0.624,3.4,4.4,37.0%,0.6,0.0%,37.0%,8.4,3.9,66.7%,3.3,0.77,8.8,1.4,6.2,1.7,62.0,10.9,2021-22,Kansas,Big 12,9.9,1.5,5.6,1.5,11.0,1.0,71.5,1.042125,1.13,12.95361375
Ioanna Chatzileonti,7,Post-up big,Greece,U20,2022,18.9,18.3,0.97,2.1,2.9,50.0%,2.0,28.6%,52.3%,9.7,7.6,67.9%,2.3,0.75,8.8,1.4,6.2,1.7,62.0,10.9,2021-22,Kansas,Big 12,9.9,1.5,5.6,1.5,11.0,1.0,71.5,1.042125,1.13,12.95361375
Marah Dykstra,4,Playmaking big,Canada,U18,2022,10.3,8.8,0.854,2.8,1.0,37.9%,0.8,0.0%,37.9%,11.0,4.5,72.2%,0.5,2.75,7.7,1.6,3.8,1.0,121.0,8.7,2024-25,Montana St.,Big Sky,12.4,2.1,4.4,1.0,12.6,1.0,130.0,1.0275,1.0,12.9465
Marah Dykstra,7,Playmaking big,Canada,U19,2023,6.4,4.3,0.667,1.9,1.3,30.0%,0.9,33.3%,33.3%,6.0,1.9,76.9%,1.3,1.44,7.7,1.6,3.8,1.0,121.0,8.7,2024-25,Montana St.,Big Sky,12.4,2.1,4.4,1.0,12.6,1.0,130.0,1.0275,1.0,12.9465
Eleonora Villa,7,Dynamic shooting wing,Italy,U18,2022,9.4,7.4,0.788,1.0,1.0,36.4%,3.3,34.8%,43.6%,1.3,1.3,44.4%,1.0,1.00,14.3,2.8,2.4,1.1,104.0,10.8,2025-26,Washington St.,WCC,16.5,3.6,2.3,1.1,12.1,1.0,59.0,1.04525,1.02,12.9004755
Eleonora Villa,7,Dynamic shooting wing,Italy,U20,2023,12.7,11.1,0.876,1.7,2.0,41.4%,3.6,28.0%,46.4%,3.3,2.1,86.7%,0.6,0.86,14.3,2.8,2.4,1.1,104.0,10.8,2025-26,Washington St.,WCC,16.5,3.6,2.3,1.1,12.1,1.0,59.0,1.04525,1.02,12.9004755
Eleonora Villa,9,Dynamic shooting wing,Italy,U20,2024,15.2,13.4,0.883,1.1,1.3,40.7%,6.3,26.3%,46.7%,1.6,0.8,85.7%,0.8,0.83,14.3,2.8,2.4,1.1,104.0,10.8,2025-26,Washington St.,WCC,16.5,3.6,2.3,1.1,12.1,1.0,59.0,1.04525,1.02,12.9004755
Hannah Dawson,8,Slashing wing,Great Britain,U18,2019,3.3,0.9,0.269,0.4,1.1,12.5%,1.0,12.5%,15.6%,2.6,0.3,100.0%,0.8,0.33,7.1,1.6,4.8,1.3,129.0,9.1,2012-13,Samford,Southern,8.6,2.4,7.3,2.1,13.2,1.0,257.0,0.99575,0.98,12.881022
Helene Haegerstrand,7,Stretch big,Sweden,U20,2019,12.1,7.1,0.588,0.3,2.0,27.3%,2.7,21.1%,30.3%,5.1,1.6,90.9%,0.7,0.14,10.9,1.6,3.8,1.2,143.0,10.1,2022-23,Albany (NY),AmEast,14.2,1.6,4.2,1.3,12.6,1.0,190.0,1.0125,0.98,12.502349999999998
Ndack Mbengue,7,Rim-finishing big,Italy,U16,2019,5.0,2.0,0.4,0.3,2.6,38.5%,0.0,-,38.5%,5.6,1.1,50.0%,1.1,0.11,9.2,0.5,7.7,1.6,59.0,12.4,2024-25,UTEP,CUSA,9.0,0.5,7.3,1.3,12.2,1.0,204.0,1.009,1.0,12.309799999999996
Ndack Mbengue,7,Rim-finishing big,Italy,U20,2023,5.7,4.4,0.775,0.3,1.1,50.0%,0.0,-,50.0%,5.9,2.3,43.8%,1.4,0.25,9.2,0.5,7.7,1.6,59.0,12.4,2024-25,UTEP,CUSA,9.0,0.5,7.3,1.3,12.2,1.0,204.0,1.009,1.0,12.309799999999996
Bree Robinson,6,Spot-up shooting wing,Canada,U16,2021,6.7,5.0,0.75,1.3,1.0,36.4%,3.3,25.0%,43.9%,1.7,0.3,50.0%,1.2,1.33,7.1,2.2,2.2,1.7,88.0,7.6,2025-26,James Madison,Sun Belt,11.9,3.2,2.7,2.4,11.8,1.0,78.0,1.0405,1.0,12.2779
Bree Robinson,7,Playmaking wing,Canada,U17,2022,6.1,3.9,0.628,1.7,2.1,38.5%,1.9,30.8%,46.2%,1.3,0.9,50.0%,1.3,0.80,7.1,2.2,2.2,1.7,88.0,7.6,2025-26,James Madison,Sun Belt,11.9,3.2,2.7,2.4,11.8,1.0,78.0,1.0405,1.0,12.2779
Lina Falk,5,Playmaking wing,Germany,U18,2021,12.2,7.8,0.639,2.0,2.8,34.9%,2.8,21.4%,38.4%,4.6,1.8,66.7%,1.4,0.71,8.8,1.0,4.2,1.3,91.0,8.6,2025-26,Pepperdine,WCC,11.7,1.3,4.6,1.3,11.9,1.0,214.5,1.006375,1.02,12.21537975
Lina Falk,7,Playmaking wing,Germany,U18,2022,9.7,6.0,0.618,1.0,1.6,30.9%,3.7,19.2%,35.5%,3.3,0.9,50.0%,1.3,0.64,8.8,1.0,4.2,1.3,91.0,8.6,2025-26,Pepperdine,WCC,11.7,1.3,4.6,1.3,11.9,1.0,214.5,1.006375,1.02,12.21537975
Avery Sussex,5,Playmaking wing,Canada,U18,2024,5.2,4.8,0.923,1.0,1.8,52.9%,2.0,50.0%,67.6%,2.2,0.2,100.0%,1.4,0.56,8.1,2.2,2.5,1.2,65.0,7.9,2025-26,UC Davis,Big West,12.3,3.2,3.6,1.7,11.8,1.0,136.0,1.026,1.0,12.106800000000002
Ellen Hahne,6,Slashing wing,Sweden,U20,2019,7.3,3.5,0.477,0.8,2.7,37.5%,0.0,-,37.5%,2.0,1.5,33.3%,0.0,0.31,6.0,1.4,3.7,0.9,129.0,6.4,2022-23,Albany (NY),AmEast,11.2,2.5,5.6,1.5,12.2,1.0,190.0,1.0125,0.98,12.10545
Tyana Todd,6,Dynamic shooting wing,Canada,U18,2022,13.8,15.2,1.096,0.7,0.5,41.2%,5.7,47.1%,52.9%,3.0,4.2,76.0%,1.8,1.33,9.7,1.2,2.2,1.0,122.0,6.9,2024-25,Boston College,ACC,13.7,1.5,2.6,1.2,10.3,1.0,79.5,1.040125,1.12,11.998882000000002
Tyana Todd,7,Secondary ball handler,Canada,U19,2023,8.3,5.4,0.655,1.3,1.7,31.8%,2.1,33.3%,37.5%,2.1,0.9,83.3%,1.1,0.75,9.7,1.2,2.2,1.0,122.0,6.9,2024-25,Boston College,ACC,13.7,1.5,2.6,1.2,10.3,1.0,79.5,1.040125,1.12,11.998882000000002
Carmen Villalobos,3,,Spain,U18,2019,3.7,2.3,0.636,0.0,0.7,28.6%,0.7,0.0%,28.6%,0.0,1.7,60.0%,0.0,0.0,5.6,1.6,5.8,2.0,126.0,9.6,2023-24,Cleveland St.,Horizon,4.8,2.1,6.7,2.7,11.7,1.0,144.0,1.024,1.0,11.9808
Gina Garcia,7,Playmaking ball handler,Spain,U16,2023,9.0,7.3,0.81,3.4,2.7,51.2%,2.0,28.6%,56.1%,2.4,1.0,71.4%,3.3,1.26,6.5,5.2,2.3,1.7,37.0,10.0,2025-26,Kansas St.,Big 12,6.5,5.2,2.3,1.7,10.0,1.0,47.0,1.04825,1.13,11.845224999999996
Esther Matarranz,5,Post-up big,Spain,U18,2021,7.0,3.8,0.543,0.4,2.0,27.8%,0.0,-,27.8%,3.2,2.8,64.3%,1.2,0.2,4.1,1.0,4.1,1.1,107.0,6.3,2024-25,UC Riverside,Big West,6.0,1.7,7.0,2.3,11.3,1.0,197.5,1.010625,1.0,11.4200625
Sarah Te Biasu,7,Secondary ball handler,Canada,U19,2019,9.3,5.1,0.554,1.3,2.0,26.1%,3.9,18.5%,31.5%,2.1,1.4,70.0%,1.1,0.64,13.1,2.8,2.8,1.6,139.0,11.6,2024-25,Maryland,Big Ten,10.6,2.6,1.9,0.8,9.6,1.0,11.5,1.057125,1.12,11.366208
Teresa Da Silva,6,Secondary ball handler,Great Britain,U20,2019,5.5,4.0,0.727,0.3,1.8,36.8%,2.0,33.3%,47.4%,1.0,1.5,66.7%,1.0,0.18,10.2,1.7,3.1,1.3,58.0,7.1,2022-23,Tarleton St.,WAC,14.5,2.4,3.9,1.8,11.5,1.0,267.0,0.99325,0.99,11.30815125
Edessa Noyan,7,Post-up big,Sweden,U18,2022,10.7,8.9,0.827,1.1,2.3,45.5%,1.3,55.6%,50.0%,5.1,1.3,77.8%,1.1,0.50,4.8,0.8,4.5,1.1,86.0,7.5,2025-26,Indiana,Big Ten,5.8,0.9,5.8,0.9,9.5,1.0,30.0,1.0525,1.12,11.1986
Edessa Noyan,7,Stretch big,Sweden,U20,2023,9.9,6.6,0.667,0.4,2.7,42.6%,2.0,21.4%,45.7%,5.3,0.9,50.0%,0.6,0.16,4.8,0.8,4.5,1.1,86.0,7.5,2025-26,Indiana,Big Ten,5.8,0.9,5.8,0.9,9.5,1.0,30.0,1.0525,1.12,11.1986
Edessa Noyan,7,Stretch big,Sweden,U20,2024,11.3,8.4,0.747,0.9,3.1,48.1%,1.7,25.0%,50.9%,6.0,0.9,66.7%,0.6,0.27,4.8,0.8,4.5,1.1,86.0,7.5,2025-26,Indiana,Big Ten,5.8,0.9,5.8,0.9,9.5,1.0,30.0,1.0525,1.12,11.1986
Luisa Vydrova,5,Stretch big,Czechia,U18,2021,9.2,6.8,0.739,0.8,2.0,42.9%,0.6,66.7%,45.7%,4.4,0.4,100.0%,0.8,0.40,8.2,1.3,4.0,1.1,87.0,8.7,2025-26,Yale,Ivy,10.6,2.1,4.7,1.7,10.9,1.0,184.0,1.014,1.01,11.163126
Luisa Vydrova,7,Stretch big,Czechia,U18,2022,9.7,7.9,0.809,2.7,0.9,37.0%,0.4,66.7%,38.9%,5.6,2.6,72.2%,1.9,3.17,8.2,1.3,4.0,1.1,87.0,8.7,2025-26,Yale,Ivy,10.6,2.1,4.7,1.7,10.9,1.0,184.0,1.014,1.01,11.163126
Luisa Vydrova,1,,Czechia,U18,2023,0.0,0.0,-,0.0,0.0,-,0.0,-,-,0.0,0.0,-,0.0,-,8.2,1.3,4.0,1.1,87.0,8.7,2025-26,Yale,Ivy,10.6,2.1,4.7,1.7,10.9,1.0,184.0,1.014,1.01,11.163126
Luisa Vydrova,1,,Czechia,U18,2024,0.0,0.0,-,0.0,0.0,-,0.0,-,-,0.0,0.0,-,0.0,-,8.2,1.3,4.0,1.1,87.0,8.7,2025-26,Yale,Ivy,10.6,2.1,4.7,1.7,10.9,1.0,184.0,1.014,1.01,11.163126
Claudia Soriano,5,Playmaking wing,Spain,U18,2021,12.0,5.0,0.417,3.0,2.8,19.0%,5.0,8.0%,21.4%,3.2,1.6,87.5%,3.2,1.07,11.8,3.6,3.4,3.5,31.0,10.9,2021-22,Northeastern,CAA,11.8,3.6,3.4,3.5,10.9,1.0,200.5,1.009875,1.0,11.0076375
Claudia Soriano,7,Playmaking ball handler,Spain,U20,2023,8.9,6.4,0.726,3.7,1.7,39.1%,3.1,22.7%,44.6%,2.6,1.6,36.4%,2.6,2.17,11.8,3.6,3.4,3.5,31.0,10.9,2021-22,Northeastern,CAA,11.8,3.6,3.4,3.5,10.9,1.0,200.5,1.009875,1.0,11.0076375
Christina Morra,7,Post-up big,Canada,U19,2019,9.3,8.1,0.877,0.6,1.4,50.0%,0.0,-,50.0%,4.7,2.3,56.3%,1.3,0.40,8.3,0.4,4.1,0.6,107.0,8.4,2021-22,Wake Forest,ACC,9.4,0.5,5.2,0.6,9.1,1.0,89.0,1.03775,1.12,10.576748
Esther Castedo,9,Dynamic shooting wing,Spain,U18,2018,8.6,6.8,0.792,1.4,0.7,32.4%,3.9,40.0%,42.6%,1.0,0.7,50.0%,0.9,2.17,7.8,2.1,2.6,1.3,106.0,6.9,2021-22,Robert Morris,Horizon,10.8,2.9,3.5,1.8,10.5,1.0,230.5,1.002375,1.0,10.5249375
Daria Nestorov,7,Playmaking ball handler,Serbia,U18,2023,7.7,3.9,0.5,3.0,2.0,24.3%,2.3,18.8%,28.4%,1.4,0.9,100.0%,1.1,1.50,7.3,3.0,1.7,1.2,59.0,6.3,2025-26,Pacific,WCC,10.4,4.9,2.6,1.8,10.0,1.0,151.0,1.02225,1.02,10.426949999999998
Daria Nestorov,7,Playmaking ball handler,Serbia,U20,2024,11.0,5.9,0.532,3.1,3.7,34.0%,2.0,21.4%,37.2%,2.1,1.1,75.0%,1.1,0.85,7.3,3.0,1.7,1.2,59.0,6.3,2025-26,Pacific,WCC,10.4,4.9,2.6,1.8,10.0,1.0,151.0,1.02225,1.02,10.426949999999998
Daria Nestorov,7,Playmaking ball handler,Serbia,U20,2025,12.3,9.0,0.733,5.6,2.7,33.9%,4.1,37.9%,43.2%,2.0,2.4,70.6%,1.3,2.05,7.3,3.0,1.7,1.2,59.0,6.3,2025-26,Pacific,WCC,10.4,4.9,2.6,1.8,10.0,1.0,151.0,1.02225,1.02,10.426949999999998
Yuliyana Valcheva,6,Stretch big,Bulgaria,U20,2019,11.3,7.7,0.676,0.3,1.8,38.2%,1.8,9.1%,39.1%,6.2,0.8,60.0%,0.8,0.18,5.9,0.4,4.2,0.7,57.0,5.7,2020-21,UTSA,CUSA,10.4,0.8,6.1,1.2,10.2,1.0,185.0,1.01375,1.0,10.34025
Agot Makeer,7,Dynamic shooting wing,Canada,U19,2025,10.4,10.3,0.986,2.1,1.6,45.8%,3.7,46.2%,55.9%,4.9,1.3,66.7%,2.0,1.36,7.3,1.3,3.3,1.8,32.0,8.6,2025-26,South Carolina,SEC,7.3,1.3,3.3,1.8,8.6,1.0,3.0,1.05925,1.13,10.293791499999998
Henna Sandvik,7,Slashing wing,Finland,U16,2019,17.3,13.4,0.777,1.4,2.1,33.3%,5.3,29.7%,39.2%,8.9,4.1,72.4%,2.4,0.67,3.7,1.0,1.9,0.5,105.0,3.9,2025-26,Wyoming,MWC,10.4,2.5,4.3,1.1,9.8,1.0,103.0,1.03425,1.01,10.2370065
Henna Sandvik,9,Slashing wing,Finland,U20,2022,13.6,12.2,0.902,1.0,2.6,45.7%,4.7,31.0%,52.7%,6.8,2.0,72.2%,0.9,0.39,3.7,1.0,1.9,0.5,105.0,3.9,2025-26,Wyoming,MWC,10.4,2.5,4.3,1.1,9.8,1.0,103.0,1.03425,1.01,10.2370065
Henna Sandvik,7,Slashing wing,Finland,U20,2023,11.3,9.6,0.848,2.4,2.0,39.6%,2.4,29.4%,44.3%,5.9,3.4,83.3%,1.4,1.21,3.7,1.0,1.9,0.5,105.0,3.9,2025-26,Wyoming,MWC,10.4,2.5,4.3,1.1,9.8,1.0,103.0,1.03425,1.01,10.2370065
Angeliki Ziaka,5,Slashing wing,Greece,U16,2021,12.0,6.8,0.567,2.4,1.6,28.6%,1.6,12.5%,29.6%,6.8,1.2,83.3%,5.0,1.50,5.1,2.0,2.4,1.9,59.0,6.7,2024-25,San Francisco,WCC,8.0,3.2,3.0,2.5,9.6,1.0,131.5,1.027125,1.02,10.057608
Angeliki Ziaka,7,Playmaking big,Greece,U16,2022,9.9,5.7,0.58,2.6,1.9,30.2%,1.7,25.0%,33.0%,4.7,1.0,71.4%,3.4,1.38,5.1,2.0,2.4,1.9,59.0,6.7,2024-25,San Francisco,WCC,8.0,3.2,3.0,2.5,9.6,1.0,131.5,1.027125,1.02,10.057608
Angeliki Ziaka,6,Playmaking big,Greece,U18,2023,12.7,10.3,0.816,3.7,1.3,37.5%,3.7,36.4%,43.8%,6.2,1.8,54.5%,5.7,2.75,5.1,2.0,2.4,1.9,59.0,6.7,2024-25,San Francisco,WCC,8.0,3.2,3.0,2.5,9.6,1.0,131.5,1.027125,1.02,10.057608
Angeliki Ziaka,7,Playmaking wing,Greece,U18,2024,8.6,4.7,0.55,2.1,1.4,24.5%,3.4,29.2%,31.6%,3.1,0.3,100.0%,2.6,1.50,5.1,2.0,2.4,1.9,59.0,6.7,2024-25,San Francisco,WCC,8.0,3.2,3.0,2.5,9.6,1.0,131.5,1.027125,1.02,10.057608
Miela Goodchild,7,Dynamic shooting wing,Australia,U19,2019,7.3,4.7,0.647,0.7,1.3,30.0%,2.3,37.5%,37.5%,1.7,0.6,75.0%,0.7,0.56,8.7,1.4,2.7,1.0,93.0,7.3,2018-19,Duke,ACC,10.9,1.7,1.9,1.2,8.5,1.0,16.5,1.055875,1.12,10.05193
Diana Collins,10,Playmaking wing,Sweden,U20,2022,15.6,12.9,0.827,1.9,2.5,40.8%,5.0,32.0%,47.5%,2.3,2.3,65.2%,2.0,0.76,6.2,1.6,2.3,0.9,84.0,5.8,2025-26,Alabama,SEC,8.4,2.4,2.9,1.2,8.4,1.0,45.0,1.04875,1.13,9.954735
Diana Collins,7,Scoring ball handler,Sweden,U20,2023,21.3,15.7,0.738,1.7,3.4,35.7%,4.3,33.3%,40.2%,2.4,3.7,76.9%,2.7,0.50,6.2,1.6,2.3,0.9,84.0,5.8,2025-26,Alabama,SEC,8.4,2.4,2.9,1.2,8.4,1.0,45.0,1.04875,1.13,9.954735
Diana Collins,7,Scoring ball handler,Sweden,U20,2024,22.6,12.9,0.570,4.7,6.0,31.8%,4.7,24.2%,35.5%,4.0,3.3,60.9%,1.7,0.79,6.2,1.6,2.3,0.9,84.0,5.8,2025-26,Alabama,SEC,8.4,2.4,2.9,1.2,8.4,1.0,45.0,1.04875,1.13,9.954735
Andjela Matic,6,,Serbia,U20,2022,3.5,1.7,0.476,0.7,1.0,30.8%,0.3,0.0%,30.8%,2.2,0.7,50.0%,0.8,0.67,6.5,1.8,2.5,0.7,122.0,6.7,2025-26,Loyola Marymount,WCC,10.5,3.1,3.2,1.0,9.5,1.0,180.5,1.014875,1.02,9.83413875
Andjela Matic,7,Playmaking ball handler,Serbia,U20,2023,9.7,5.7,0.588,4.1,2.6,31.8%,1.6,27.3%,35.2%,4.6,1.7,75.0%,1.0,1.61,6.5,1.8,2.5,0.7,122.0,6.7,2025-26,Loyola Marymount,WCC,10.5,3.1,3.2,1.0,9.5,1.0,180.5,1.014875,1.02,9.83413875
Isabel Palmer,7,Secondary ball handler,Australia,U17,2018,10.0,6.6,0.657,2.9,1.1,27.1%,3.3,30.4%,33.1%,1.9,1.0,100.0%,0.0,2.50,5.3,1.5,1.9,0.4,101.0,4.7,2022-23,Utah,Pac-12,7.9,2.8,2.5,0.7,8.2,1.0,32.0,1.052,1.14,9.834096
Aina Cargol,7,Playmaking ball handler,Spain,U16,2023,7.1,7.1,1.0,3.6,0.6,44.2%,3.4,33.3%,53.5%,1.7,0.9,66.7%,1.3,6.25,9.4,4.7,3.5,1.2,34.0,9.3,2025-26,San Francisco,WCC,9.4,4.7,3.5,1.2,9.3,1.0,131.5,1.027125,1.02,9.74330775
Ritorya Tamilo,6,Post-up big,New Zealand,U16,2022,8.2,6.7,0.816,0.5,1.5,55.2%,0.2,0.0%,55.2%,6.7,4.2,32.0%,1.7,0.33,6.6,0.5,4.7,2.1,62.0,9.2,2025-26,Hawaii,Big West,5.9,0.6,4.5,2.2,9.5,1.0,154.0,1.0215,1.0,9.70425
Ritorya Tamilo,6,Post-up big,New Zealand,U16,2023,8.2,6.7,0.816,0.5,1.5,55.2%,0.2,0.0%,55.2%,6.7,4.2,32.0%,1.7,0.33,6.6,0.5,4.7,2.1,62.0,9.2,2025-26,Hawaii,Big West,5.9,0.6,4.5,2.2,9.5,1.0,154.0,1.0215,1.0,9.70425
Yanina Todorova,6,Slashing wing,Bulgaria,U20,2019,13.2,8.2,0.620,1.8,1.8,29.5%,2.8,11.8%,31.1%,5.2,2.3,78.6%,1.7,1.00,7.6,1.3,2.7,1.1,65.0,6.9,2022-23,Fresno St.,MWC,10.7,1.9,4.2,1.2,9.3,1.0,161.5,1.019625,1.01,9.577337625
Faith Dut,3,,Canada,U19,2019,2.0,0.7,0.333,0.3,1.0,33.3%,0.0,-,33.3%,0.7,0.0,-,0.0,0.33,4.4,0.4,2.9,1.1,147.0,5.3,2023-24,Florida,SEC,5.7,0.8,4.6,1.2,8.1,1.0,55.5,1.046125,1.13,9.575182124999998
Ines Sotelo,7,Slashing wing,Spain,U18,2023,9.7,8.7,0.897,2.9,1.0,44.4%,0.6,25.0%,45.6%,5.0,4.9,58.8%,2.6,2.86,6.2,1.3,3.3,1.5,55.0,7.3,2025-26,Michigan St.,Big Ten,6.8,1.5,4.0,1.8,8.1,1.0,30.0,1.0525,1.12,9.54828
Rubi Gray,6,Playmaking wing,Australia,U16,2022,8.5,6.2,0.725,2.0,2.8,46.9%,2.2,23.1%,51.6%,1.5,0.8,80.0%,0.3,0.71,8.2,0.7,2.0,0.9,66.0,5.8,2025-26,Sacramento St.,Big Sky,14.2,1.1,2.8,1.4,9.4,1.0,224.0,1.004,1.0,9.4376
Rubi Gray,3,,Australia,U19,2023,2.0,3.0,1.5,0.7,0.3,66.7%,0.7,50.0%,83.3%,0.0,1.7,80.0%,0.3,2.00,8.2,0.7,2.0,0.9,66.0,5.8,2025-26,Sacramento St.,Big Sky,14.2,1.1,2.8,1.4,9.4,1.0,224.0,1.004,1.0,9.4376
Ajok Madol,7,Slashing wing,Canada,U17,2022,5.7,2.3,0.4,0.1,1.4,22.2%,1.1,12.5%,24.1%,2.1,0.9,50.0%,0.9,0.10,5.1,0.9,3.6,1.1,68.0,5.1,2025-26,Dayton,A-10,7.8,1.2,5.5,1.5,8.9,1.0,98.5,1.035375,1.01,9.306985875
Ajok Madol,5,,Canada,U19,2023,3.2,2.2,0.688,0.6,0.2,30.8%,0.0,-,30.8%,2.2,0.8,75.0%,0.6,3.00,5.1,0.9,3.6,1.1,68.0,5.1,2025-26,Dayton,A-10,7.8,1.2,5.5,1.5,8.9,1.0,98.5,1.035375,1.01,9.306985875
Meri Kanerva,6,Playmaking ball handler,Finland,U16,2019,7.5,3.2,0.422,2.2,2.7,23.1%,1.7,20.0%,26.9%,1.5,1.2,71.4%,0.2,0.81,10.7,3.6,2.5,1.3,61.0,8.4,2024-25,Xavier,Big East,11.2,3.4,2.4,1.3,8.7,1.0,177.0,1.01575,1.05,9.27887625
Meri Kanerva,7,Secondary ball handler,Finland,U18,2022,15.4,11.7,0.759,3.0,4.3,41.4%,4.9,44.1%,52.1%,1.1,2.4,52.9%,0.9,0.70,10.7,3.6,2.5,1.3,61.0,8.4,2024-25,Xavier,Big East,11.2,3.4,2.4,1.3,8.7,1.0,177.0,1.01575,1.05,9.27887625
Meri Kanerva,7,Secondary ball handler,Finland,U20,2023,12.3,8.3,0.674,2.6,4.0,38.9%,3.9,37.0%,48.1%,2.6,1.3,66.7%,1.1,0.64,10.7,3.6,2.5,1.3,61.0,8.4,2024-25,Xavier,Big East,11.2,3.4,2.4,1.3,8.7,1.0,177.0,1.01575,1.05,9.27887625
Meri Kanerva,7,Playmaking wing,Finland,U20,2024,13.4,6.1,0.457,3.3,3.1,21.2%,5.1,13.9%,25.0%,3.9,2.0,71.4%,3.0,1.05,10.7,3.6,2.5,1.3,61.0,8.4,2024-25,Xavier,Big East,11.2,3.4,2.4,1.3,8.7,1.0,177.0,1.01575,1.05,9.27887625
Gisela Sanchez,1,,Spain,U20,2022,7.0,6.0,0.857,1.0,1.0,50.0%,2.0,0.0%,50.0%,2.0,0.0,-,0.0,1.0,4.8,1.0,3.1,0.7,115.0,5.7,2025-26,Notre Dame,ACC,5.7,0.8,3.4,0.9,7.7,1.0,7.0,1.05825,1.12,9.126348
Gisela Sanchez,7,Stretch big,Spain,U20,2023,9.1,8.3,0.906,0.9,1.1,43.4%,2.4,47.1%,50.9%,3.3,0.9,66.7%,1.0,0.75,4.8,1.0,3.1,0.7,115.0,5.7,2025-26,Notre Dame,ACC,5.7,0.8,3.4,0.9,7.7,1.0,7.0,1.05825,1.12,9.126348
Kavanah Lene,3,Slashing wing,New Zealand,U18,2024,13.3,7.7,0.575,1.3,3.3,32.1%,4.7,21.4%,37.5%,4.0,1.3,50.0%,1.3,0.40,6.0,2.0,2.0,1.0,1.0,9.0,2024-25,Montana,Big Sky,6.0,2.0,2.0,1.0,9.0,1.0,187.5,1.013125,1.0,9.118125
Miriam Diala,6,Spot-up shooting wing,Germany,U16,2021,5.8,4.8,0.829,0.8,1.3,47.8%,1.2,14.3%,50.0%,3.3,1.3,75.0%,1.2,0.63,5.1,0.9,4.0,0.8,54.0,6.9,2025-26,Toledo,MAC,6.9,1.1,4.8,0.9,8.7,1.0,109.5,1.032625,1.01,9.073675874999998
Miriam Diala,6,,Germany,U18,2022,3.5,3.2,0.905,0.2,0.7,53.3%,0.2,0.0%,53.3%,3.5,0.8,60.0%,0.8,0.25,5.1,0.9,4.0,0.8,54.0,6.9,2025-26,Toledo,MAC,6.9,1.1,4.8,0.9,8.7,1.0,109.5,1.032625,1.01,9.073675874999998
Miriam Diala,7,Stretch big,Germany,U18,2023,6.7,3.0,0.447,0.7,1.1,20.7%,1.0,0.0%,20.7%,5.7,3.0,42.9%,1.1,0.63,5.1,0.9,4.0,0.8,54.0,6.9,2025-26,Toledo,MAC,6.9,1.1,4.8,0.9,8.7,1.0,109.5,1.032625,1.01,9.073675874999998
Miriam Diala,12,Stretch big,Germany,U20,2024,5.6,3.7,0.657,0.8,1.9,41.0%,1.1,38.5%,47.4%,3.6,0.9,63.6%,0.6,0.39,5.1,0.9,4.0,0.8,54.0,6.9,2025-26,Toledo,MAC,6.9,1.1,4.8,0.9,8.7,1.0,109.5,1.032625,1.01,9.073675874999998
Miriam Diala,7,Stretch big,Germany,U20,2025,9.0,7.4,0.825,0.9,1.9,43.9%,1.7,25.0%,47.6%,6.7,2.7,68.4%,1.0,0.46,5.1,0.9,4.0,0.8,54.0,6.9,2025-26,Toledo,MAC,6.9,1.1,4.8,0.9,8.7,1.0,109.5,1.032625,1.01,9.073675874999998
Katarina Knezevic,5,,Serbia,U16,2021,4.6,0.4,0.087,0.6,2.4,9.1%,0.6,0.0%,9.1%,1.6,0.0,-,0.2,0.25,6.9,1.3,4.2,1.3,53.0,6.2,2025-26,VCU,A-10,10.3,1.8,6.1,1.8,8.7,1.0,134.5,1.026375,1.01,9.018757125
Katarina Knezevic,6,Playmaking wing,Serbia,U18,2022,9.2,6.5,0.709,1.0,2.0,38.9%,0.7,0.0%,38.9%,3.5,2.5,73.3%,1.5,0.50,6.9,1.3,4.2,1.3,53.0,6.2,2025-26,VCU,A-10,10.3,1.8,6.1,1.8,8.7,1.0,134.5,1.026375,1.01,9.018757125
Katarina Knezevic,7,Slashing wing,Serbia,U18,2023,15.7,12.4,0.791,1.9,3.4,36.4%,4.0,50.0%,45.5%,6.4,2.9,85.0%,1.1,0.54,6.9,1.3,4.2,1.3,53.0,6.2,2025-26,VCU,A-10,10.3,1.8,6.1,1.8,8.7,1.0,134.5,1.026375,1.01,9.018757125
